meal_id,school_id,menu,date,meal_quality_score,remarks,preparation_time,cooking_temperature,serving_temperature,calories,meal_wastage,weather_conditions,is_wastage_high,cooking_serving_diff,calories_per_meal,weather_conditions_encoded,menu_Chapati & Vegetables,menu_Idli & Sambar,menu_Khichdi,menu_Pulao,menu_Rice & Dal
361,2,Khichdi,2021-02-25,9.64,Average,39,65.59,69.91,428.5,3,Cold,0,-4.319999999999993,44.45020746887967,0,False,False,True,False,False
362,2,Rice & Dal,2021-12-22,7.75,Average,79,74.0,72.27,448.7,2,Cold,0,1.730000000000004,57.89677419354839,0,False,False,False,False,True
363,2,Chapati & Vegetables,2021-07-26,5.71,Average,106,80.14,70.47,221.84,4,Hot,0,9.670000000000002,38.85113835376532,1,True,False,False,False,False
364,2,Chapati & Vegetables,2021-05-28,5.92,Average,52,81.04,67.96,481.53,2,Warm,0,13.080000000000013,81.33952702702702,3,True,False,False,False,False
365,2,Idli & Sambar,2021-08-13,6.44,Average,75,83.75,71.13,439.45,1,Hot,0,12.620000000000005,68.23757763975155,1,False,True,False,False,False
366,2,Chapati & Vegetables,2021-09-24,8.13,Good,32,69.29,65.9,236.65,5,Rainy,0,3.3900000000000006,29.10824108241082,2,True,False,False,False,False
367,2,Idli & Sambar,2021-06-22,7.17,Good,41,88.31,57.27,304.02,6,Hot,0,31.04,42.40167364016736,1,False,True,False,False,False
368,2,Chapati & Vegetables,2021-11-25,9.02,Good,90,69.9,64.7,343.84,5,Rainy,0,5.200000000000003,38.11973392461197,2,True,False,False,False,False
369,2,Chapati & Vegetables,2021-12-25,5.59,No Remarks,102,80.75,53.38,419.88,4,Cold,0,27.369999999999997,75.11270125223614,0,True,False,False,False,False
370,2,Idli & Sambar,2021-05-05,7.74,No Remarks,52,83.53,68.37,483.46,1,Warm,0,15.159999999999997,62.462532299741596,3,False,True,False,False,False
371,2,Khichdi,2021-03-23,6.39,Good,35,79.97,51.96,227.7,0,Warm,0,28.009999999999998,35.63380281690141,3,False,False,True,False,False
372,2,Pulao,2021-12-12,8.92,Poor,58,60.17,61.54,247.8,1,Cold,0,-1.3699999999999974,27.780269058295964,0,False,False,False,True,False
373,2,Khichdi,2021-06-16,8.65,Average,117,84.9,54.33,305.61,7,Hot,0,30.570000000000007,35.330635838150286,1,False,False,True,False,False
374,2,Idli & Sambar,2021-06-02,6.57,Average,67,78.87,62.11,466.88,10,Hot,1,16.760000000000005,71.06240487062405,1,False,True,False,False,False
375,2,Khichdi,2021-04-19,9.46,Poor,56,83.43,57.37,400.25,1,Warm,0,26.06000000000001,42.309725158562365,3,False,False,True,False,False
376,2,Pulao,2021-07-09,6.24,Good,88,82.69,73.12,331.52,5,Hot,0,9.569999999999993,53.128205128205124,1,False,False,False,True,False
377,2,Chapati & Vegetables,2021-06-25,6.81,Average,61,61.61,52.08,492.47,7,Hot,0,9.530000000000001,72.3157121879589,1,True,False,False,False,False
378,2,Rice & Dal,2021-04-25,7.1,Poor,30,61.99,68.07,217.48,4,Warm,0,-6.079999999999991,30.630985915492957,3,False,False,False,False,True
379,2,Chapati & Vegetables,2021-06-22,6.31,Poor,114,61.51,71.07,316.87,3,Hot,0,-9.559999999999995,50.217115689381934,1,True,False,False,False,False
380,2,Idli & Sambar,2021-04-24,9.3,Good,98,70.67,74.25,407.43,2,Warm,0,-3.5799999999999983,43.809677419354834,3,False,True,False,False,False
381,2,Rice & Dal,2021-01-05,5.86,Poor,35,80.02,63.55,371.45,2,Cold,0,16.47,63.38737201365187,0,False,False,False,False,True
382,2,Rice & Dal,2021-04-28,8.5,Good,39,66.18,54.85,240.18,3,Warm,0,11.330000000000005,28.256470588235295,3,False,False,False,False,True
383,2,Khichdi,2021-03-05,7.22,Poor,83,69.64,52.05,424.45,5,Warm,0,17.590000000000003,58.78808864265928,3,False,False,True,False,False
384,2,Idli & Sambar,2021-01-12,5.75,Poor,48,62.52,73.66,232.12,5,Cold,0,-11.139999999999993,40.36869565217391,0,False,True,False,False,False
385,2,Chapati & Vegetables,2021-08-18,7.26,Average,94,72.45,56.58,384.76,8,Hot,0,15.870000000000005,52.99724517906336,1,True,False,False,False,False
386,2,Rice & Dal,2021-03-15,7.01,Poor,55,88.02,52.86,341.07,1,Warm,0,35.16,48.654778887303856,3,False,False,False,False,True
387,2,Rice & Dal,2021-02-28,6.22,Average,54,73.09,65.73,389.46,5,Cold,0,7.359999999999999,62.61414790996785,0,False,False,False,False,True
388,2,Rice & Dal,2021-02-22,5.57,Good,54,79.99,62.69,210.43,4,Cold,0,17.299999999999997,37.77917414721723,0,False,False,False,False,True
389,2,Rice & Dal,2021-07-11,8.77,Average,63,64.13,67.47,242.67,0,Hot,0,-3.3400000000000034,27.670467502850627,1,False,False,False,False,True
390,2,Pulao,2021-05-22,6.19,No Remarks,68,65.03,68.45,479.15,5,Warm,0,-3.4200000000000017,77.40710823909531,3,False,False,False,True,False
391,2,Rice & Dal,2021-05-01,6.6,Poor,47,61.34,67.04,371.92,5,Warm,0,-5.700000000000003,56.35151515151516,3,False,False,False,False,True
392,2,Pulao,2021-07-21,9.17,Poor,69,83.73,53.63,441.88,4,Hot,0,30.1,48.18756815703381,1,False,False,False,True,False
393,2,Chapati & Vegetables,2021-03-26,6.86,No Remarks,81,63.72,69.49,452.3,0,Warm,0,-5.769999999999996,65.932944606414,3,True,False,False,False,False
394,2,Khichdi,2021-03-01,6.31,No Remarks,108,60.72,57.28,483.86,5,Warm,0,3.4399999999999977,76.68145800316958,3,False,False,True,False,False
395,2,Rice & Dal,2021-08-23,8.64,Poor,52,62.12,74.68,484.02,8,Hot,0,-12.56000000000001,56.02083333333333,1,False,False,False,False,True
396,2,Idli & Sambar,2021-07-08,9.32,No Remarks,60,60.87,54.68,392.88,10,Hot,1,6.189999999999998,42.15450643776824,1,False,True,False,False,False
397,2,Idli & Sambar,2021-09-02,8.92,No Remarks,114,72.26,56.69,422.77,5,Rainy,0,15.570000000000007,47.3957399103139,2,False,True,False,False,False
398,2,Rice & Dal,2021-12-13,5.79,Poor,46,66.73,74.05,350.3,0,Cold,0,-7.319999999999993,60.50086355785838,0,False,False,False,False,True
399,2,Rice & Dal,2021-11-02,6.92,No Remarks,108,80.86,67.73,495.91,9,Rainy,1,13.129999999999995,71.66329479768787,2,False,False,False,False,True
400,2,Idli & Sambar,2021-10-16,7.55,Good,62,,56.44,358.63,6,Rainy,0,,47.500662251655626,2,False,True,False,False,False
401,2,Pulao,2021-11-14,7.09,No Remarks,92,82.32,66.75,264.17,10,Rainy,1,15.569999999999993,37.25952045133992,2,False,False,False,True,False
402,2,Rice & Dal,2021-08-11,7.49,Poor,72,86.8,70.86,243.06,8,Hot,0,15.939999999999998,32.45126835781041,1,False,False,False,False,True
403,2,Khichdi,2021-08-10,8.43,No Remarks,67,65.2,64.97,371.64,4,Hot,0,0.23000000000000398,44.08540925266904,1,False,False,True,False,False
404,2,Chapati & Vegetables,2021-12-05,8.93,No Remarks,77,60.63,73.65,381.51,4,Cold,0,-13.020000000000003,42.72228443449048,0,True,False,False,False,False
405,2,Chapati & Vegetables,2021-01-01,8.89,Poor,31,73.31,57.11,383.92,1,Cold,0,16.200000000000003,43.18560179977503,0,True,False,False,False,False
406,2,Pulao,2021-03-04,9.27,Average,64,82.08,64.56,300.76,2,Warm,0,17.519999999999996,32.44444444444444,3,False,False,False,True,False
407,2,Chapati & Vegetables,2021-12-27,8.94,Good,52,73.58,73.81,200.32,4,Cold,0,-0.23000000000000398,22.40715883668904,0,True,False,False,False,False
408,2,Rice & Dal,2021-04-09,7.79,Poor,91,84.91,73.29,231.63,2,Warm,0,11.61999999999999,29.734274711168165,3,False,False,False,False,True
409,2,Pulao,2021-04-20,7.49,Average,88,79.63,60.51,290.78,1,Warm,0,19.119999999999997,38.82242990654205,3,False,False,False,True,False
410,2,Chapati & Vegetables,2021-06-11,7.03,Average,107,83.57,55.16,497.92,6,Hot,0,28.409999999999997,70.82788051209104,1,True,False,False,False,False
411,2,Chapati & Vegetables,2021-04-05,8.94,No Remarks,80,68.42,69.75,417.84,3,Warm,0,-1.3299999999999983,46.738255033557046,3,True,False,False,False,False
412,2,Idli & Sambar,2021-08-06,7.06,Poor,74,64.05,54.15,324.62,5,Hot,0,9.899999999999999,45.980169971671394,1,False,True,False,False,False
413,2,Khichdi,2021-05-08,7.64,No Remarks,34,89.57,73.85,491.36,0,Warm,0,15.719999999999999,64.31413612565446,3,False,False,True,False,False
414,2,Rice & Dal,2021-12-19,5.96,Good,67,77.14,68.67,322.07,1,Cold,0,8.469999999999999,54.038590604026844,0,False,False,False,False,True
415,2,Chapati & Vegetables,2021-09-26,9.51,No Remarks,101,82.94,72.39,205.67,5,Rainy,0,10.549999999999997,21.6267087276551,2,True,False,False,False,False
416,2,Khichdi,2021-01-16,7.98,No Remarks,63,69.63,50.61,241.72,3,Cold,0,19.019999999999996,30.290726817042604,0,False,False,True,False,False
417,2,Khichdi,2021-03-10,9.19,No Remarks,103,76.17,61.68,462.47,5,Warm,0,14.490000000000002,50.32317736670294,3,False,False,True,False,False
418,2,Khichdi,2021-11-25,7.64,Poor,56,74.09,59.59,499.32,0,Rainy,0,14.5,65.35602094240838,2,False,False,True,False,False
419,2,Khichdi,2021-06-22,6.61,Good,32,66.75,55.74,246.98,7,Hot,0,11.009999999999998,37.364599092284415,1,False,False,True,False,False
420,2,Chapati & Vegetables,2021-06-26,8.31,Poor,67,70.84,61.24,415.59,2,Hot,0,9.600000000000001,50.01083032490974,1,True,False,False,False,False
421,2,Chapati & Vegetables,2021-03-16,6.54,Average,99,82.22,58.93,247.05,0,Warm,0,23.29,37.77522935779817,3,True,False,False,False,False
422,2,Rice & Dal,2021-09-22,8.42,Average,109,88.85,61.42,278.28,6,Rainy,0,27.429999999999993,33.049881235154395,2,False,False,False,False,True
423,2,Rice & Dal,2021-12-22,8.14,Average,37,71.35,53.21,354.34,2,Cold,0,18.139999999999993,43.53071253071253,0,False,False,False,False,True
424,2,Khichdi,2021-09-27,8.35,Average,52,87.17,52.81,418.73,8,Rainy,0,34.36,50.147305389221565,2,False,False,True,False,False
425,2,Chapati & Vegetables,2021-10-28,8.57,Average,115,85.01,67.61,336.62,2,Rainy,0,17.400000000000006,39.27887981330222,2,True,False,False,False,False
426,2,Pulao,2021-04-16,8.22,No Remarks,33,72.77,73.17,442.81,2,Warm,0,-0.4000000000000057,53.86982968369829,3,False,False,False,True,False
427,2,Chapati & Vegetables,2021-12-21,6.11,Average,35,62.24,68.24,338.26,1,Cold,0,-5.999999999999993,55.36170212765957,0,True,False,False,False,False
428,2,Idli & Sambar,2021-04-17,8.14,Poor,88,69.01,72.51,314.1,1,Warm,0,-3.5,38.58722358722359,3,False,True,False,False,False
429,2,Idli & Sambar,2021-02-27,7.1,No Remarks,71,64.0,72.33,335.1,0,Cold,0,-8.329999999999998,47.19718309859155,0,False,True,False,False,False
430,2,Rice & Dal,2021-01-27,7.42,Average,51,79.79,73.36,212.73,0,Cold,0,6.430000000000007,28.669811320754715,0,False,False,False,False,True
431,2,Chapati & Vegetables,2021-10-21,9.14,Average,73,89.81,74.1,351.3,7,Rainy,0,15.710000000000008,38.435448577680525,2,True,False,False,False,False
432,2,Khichdi,2021-05-21,8.7,Poor,46,68.44,58.07,232.88,1,Warm,0,10.369999999999997,26.767816091954025,3,False,False,True,False,False
433,2,Chapati & Vegetables,2021-06-09,7.83,Average,51,83.63,69.25,280.68,8,Hot,0,14.379999999999995,35.84674329501916,1,True,False,False,False,False
434,2,Pulao,2021-07-24,7.45,Average,93,78.52,62.91,368.23,0,Hot,0,15.61,49.426845637583895,1,False,False,False,True,False
435,2,Khichdi,2021-05-19,8.17,Good,54,73.81,56.66,286.88,0,Warm,0,17.150000000000006,35.11383108935129,3,False,False,True,False,False
436,2,Chapati & Vegetables,2021-08-08,7.44,Average,108,68.62,62.86,331.27,9,Hot,1,5.760000000000005,44.5255376344086,1,True,False,False,False,False
437,2,Chapati & Vegetables,2021-02-21,7.5,Poor,49,82.85,74.44,391.64,1,Cold,0,8.409999999999997,52.218666666666664,0,True,False,False,False,False
438,2,Idli & Sambar,2021-06-12,9.19,Good,44,75.79,61.48,319.04,5,Hot,0,14.31000000000001,34.715995647442874,1,False,True,False,False,False
439,2,Pulao,2021-08-08,7.62,Good,61,78.84,53.64,426.06,3,Hot,0,25.200000000000003,55.91338582677165,1,False,False,False,True,False
440,2,Khichdi,2021-12-07,8.0,Average,108,88.77,58.26,282.2,1,Cold,0,30.509999999999998,35.275,0,False,False,True,False,False
441,2,Khichdi,2021-05-09,5.81,No Remarks,69,75.0,53.52,397.02,3,Warm,0,21.479999999999997,68.33390705679862,3,False,False,True,False,False
442,2,Chapati & Vegetables,2021-09-20,8.26,Good,60,85.17,71.71,387.07,1,Rainy,0,13.460000000000008,46.860774818401936,2,True,False,False,False,False
443,2,Khichdi,2021-05-15,8.9,Average,96,86.7,72.97,412.37,0,Warm,0,13.730000000000004,46.333707865168535,3,False,False,True,False,False
444,2,Chapati & Vegetables,2021-09-03,8.6,Poor,113,78.95,55.95,305.09,5,Rainy,0,23.0,35.47558139534883,2,True,False,False,False,False
445,2,Idli & Sambar,2021-06-22,9.83,Good,58,78.55,50.47,418.8,6,Hot,0,28.08,42.60427263479146,1,False,True,False,False,False
446,2,Rice & Dal,2021-07-15,9.21,Average,53,60.77,53.26,233.33,6,Hot,0,7.510000000000005,25.334419109663408,1,False,False,False,False,True
447,2,Idli & Sambar,2021-06-05,9.02,Poor,78,71.34,66.86,244.06,0,Hot,0,4.480000000000004,27.057649667405766,1,False,True,False,False,False
448,2,Idli & Sambar,2021-06-03,8.38,Average,32,72.49,65.28,231.61,3,Hot,0,7.209999999999994,27.638424821002385,1,False,True,False,False,False
449,2,Pulao,2021-07-04,8.22,No Remarks,65,66.45,58.78,351.11,10,Hot,1,7.670000000000002,42.714111922141115,1,False,False,False,True,False
450,2,Rice & Dal,2021-03-13,8.59,Good,97,68.47,60.76,300.6,5,Warm,0,7.710000000000001,34.994179278230504,3,False,False,False,False,True
451,2,Khichdi,2021-05-08,7.86,Good,65,60.38,74.55,221.93,4,Warm,0,-14.169999999999995,28.235368956743002,3,False,False,True,False,False
452,2,Khichdi,2021-04-10,6.65,Average,71,87.26,58.62,389.58,2,Warm,0,28.640000000000008,58.583458646616535,3,False,False,True,False,False
453,2,Khichdi,2021-06-13,8.5,Good,100,85.23,63.72,314.2,8,Hot,0,21.510000000000005,36.96470588235294,1,False,False,True,False,False
454,2,Chapati & Vegetables,2021-08-27,7.06,Average,38,68.23,53.35,344.68,7,Hot,0,14.880000000000003,48.8215297450425,1,True,False,False,False,False
455,2,Idli & Sambar,2021-05-03,6.03,Poor,115,60.53,61.19,361.2,2,Warm,0,-0.6599999999999966,59.90049751243781,3,False,True,False,False,False
456,2,Khichdi,2021-11-11,8.9,Poor,68,69.04,57.82,360.22,6,Rainy,0,11.220000000000006,40.47415730337079,2,False,False,True,False,False
457,2,Rice & Dal,2021-10-16,6.86,Poor,82,68.57,74.97,476.95,1,Rainy,0,-6.400000000000006,69.52623906705539,2,False,False,False,False,True
458,2,Khichdi,2021-03-04,7.4,Poor,104,71.34,74.01,474.29,4,Warm,0,-2.6700000000000017,64.09324324324324,3,False,False,True,False,False
459,2,Idli & Sambar,2021-04-07,7.26,Average,57,87.29,63.31,398.89,2,Warm,0,23.980000000000004,54.9435261707989,3,False,True,False,False,False
460,2,Rice & Dal,2021-05-14,6.02,Average,90,61.35,61.52,202.69,3,Warm,0,-0.1700000000000017,33.66943521594685,3,False,False,False,False,True
461,2,Idli & Sambar,2021-03-08,7.33,Poor,99,65.17,73.66,253.39,5,Warm,0,-8.489999999999995,34.56889495225102,3,False,True,False,False,False
462,2,Khichdi,2021-01-19,7.4,Average,103,69.78,73.11,492.48,2,Cold,0,-3.3299999999999983,66.55135135135136,0,False,False,True,False,False
463,2,Khichdi,2021-10-22,9.7,Average,83,79.68,58.53,247.27,3,Rainy,0,21.150000000000006,25.49175257731959,2,False,False,True,False,False
464,2,Idli & Sambar,2021-10-24,6.18,Average,45,83.3,71.04,330.71,1,Rainy,0,12.259999999999991,53.51294498381877,2,False,True,False,False,False
465,2,Rice & Dal,2021-07-02,9.8,Average,37,80.74,50.53,200.61,5,Hot,0,30.209999999999994,20.470408163265304,1,False,False,False,False,True
466,2,Khichdi,2021-04-10,8.39,Good,93,65.66,63.54,250.07,1,Warm,0,2.1199999999999974,29.8057210965435,3,False,False,True,False,False
467,2,Rice & Dal,2021-04-23,8.82,Average,93,80.03,62.05,321.77,3,Warm,0,17.980000000000004,36.481859410430836,3,False,False,False,False,True
468,2,Idli & Sambar,2021-01-14,8.81,No Remarks,111,81.65,59.69,338.51,1,Cold,0,21.960000000000008,38.423382519863786,0,False,True,False,False,False
469,2,Idli & Sambar,2021-10-18,8.14,Good,65,73.42,67.88,390.71,5,Rainy,0,5.540000000000006,47.99877149877149,2,False,True,False,False,False
470,2,Idli & Sambar,2021-03-02,8.04,No Remarks,38,82.61,72.11,295.0,3,Warm,0,10.5,36.691542288557216,3,False,True,False,False,False
471,2,Khichdi,2021-07-03,8.01,Average,120,88.04,68.77,272.08,2,Hot,0,19.27000000000001,33.96754057428215,1,False,False,True,False,False
472,2,Chapati & Vegetables,2021-09-03,8.51,Good,105,62.53,55.02,263.94,8,Rainy,0,7.509999999999998,31.015276145710928,2,True,False,False,False,False
473,2,Rice & Dal,2021-03-26,8.86,Average,58,67.1,70.6,397.22,5,Warm,0,-3.5,44.832957110609485,3,False,False,False,False,True
474,2,Pulao,2021-02-09,9.94,Poor,95,86.84,54.86,374.87,3,Cold,0,31.980000000000004,37.71327967806841,0,False,False,False,True,False
475,2,Rice & Dal,2021-10-10,8.37,Poor,45,80.45,60.99,490.77,0,Rainy,0,19.46,58.63440860215054,2,False,False,False,False,True
476,2,Pulao,2021-03-19,9.8,Poor,108,79.72,66.87,380.7,3,Warm,0,12.849999999999994,38.8469387755102,3,False,False,False,True,False
477,2,Rice & Dal,2021-07-02,9.17,Average,55,73.25,57.83,365.87,1,Hot,0,15.420000000000002,39.89858233369684,1,False,False,False,False,True
478,2,Pulao,2021-07-17,7.87,No Remarks,82,76.22,56.09,383.67,9,Hot,1,20.129999999999995,48.750952986022874,1,False,False,False,True,False
479,2,Rice & Dal,2021-04-02,7.57,Good,108,66.72,72.01,208.71,4,Warm,0,-5.290000000000006,27.570673712021136,3,False,False,False,False,True
480,2,Chapati & Vegetables,2021-10-08,8.26,No Remarks,89,60.57,55.0,421.72,8,Rainy,0,5.57,51.05569007263923,2,True,False,False,False,False
481,2,Pulao,2021-05-25,9.51,Poor,85,84.82,50.14,268.84,5,Warm,0,34.67999999999999,28.26919032597266,3,False,False,False,True,False
482,2,Chapati & Vegetables,2021-04-28,8.95,Good,33,80.16,74.99,389.22,1,Warm,0,5.170000000000002,43.48826815642459,3,True,False,False,False,False
483,2,Chapati & Vegetables,2021-09-24,6.99,Average,91,75.94,58.2,469.5,4,Rainy,0,17.739999999999995,67.16738197424893,2,True,False,False,False,False
484,2,Rice & Dal,2021-07-18,8.19,Poor,113,82.22,62.75,486.34,9,Hot,1,19.47,59.382173382173384,1,False,False,False,False,True
485,2,Idli & Sambar,2021-06-02,9.22,No Remarks,116,74.26,69.73,299.17,10,Hot,1,4.530000000000001,32.447939262472886,1,False,True,False,False,False
486,2,Idli & Sambar,2021-05-07,8.68,No Remarks,104,72.85,58.08,423.22,4,Warm,0,14.769999999999996,48.75806451612904,3,False,True,False,False,False
487,2,Idli & Sambar,2021-09-13,6.93,Average,40,67.31,57.45,308.69,6,Rainy,0,9.86,44.544011544011546,2,False,True,False,False,False
488,2,Khichdi,2021-02-25,6.82,Average,66,66.93,72.53,472.67,4,Cold,0,-5.599999999999994,69.30645161290323,0,False,False,True,False,False
489,2,Idli & Sambar,2021-11-04,6.15,Average,71,65.93,71.4,427.21,1,Rainy,0,-5.469999999999999,69.4650406504065,2,False,True,False,False,False
490,2,Chapati & Vegetables,2021-01-21,7.57,Poor,70,83.83,57.75,459.04,0,Cold,0,26.08,60.63936591809775,0,True,False,False,False,False
491,2,Chapati & Vegetables,2021-05-08,8.94,Average,104,89.11,54.56,240.43,2,Warm,0,34.55,26.893736017897094,3,True,False,False,False,False
492,2,Rice & Dal,2021-08-11,8.45,Poor,49,,66.16,374.21,5,Hot,0,,44.28520710059172,1,False,False,False,False,True
493,2,Chapati & Vegetables,2021-03-27,8.56,Good,85,73.09,58.54,254.67,3,Warm,0,14.550000000000004,29.75116822429906,3,True,False,False,False,False
494,2,Chapati & Vegetables,2021-11-28,8.04,Good,64,89.99,66.03,253.77,3,Rainy,0,23.959999999999994,31.5634328358209,2,True,False,False,False,False
495,2,Rice & Dal,2021-09-16,6.2,Poor,51,77.85,62.15,422.31,9,Rainy,1,15.699999999999996,68.11451612903225,2,False,False,False,False,True
496,2,Pulao,2021-08-09,6.69,Average,39,76.3,63.59,319.59,6,Hot,0,12.709999999999994,47.77130044843049,1,False,False,False,True,False
497,2,Pulao,2021-02-11,8.13,Average,60,60.94,50.05,454.74,5,Cold,0,10.89,55.933579335793354,0,False,False,False,True,False
498,2,Idli & Sambar,2021-07-21,6.86,Poor,104,79.21,58.99,417.15,6,Hot,0,20.21999999999999,60.80903790087463,1,False,True,False,False,False
499,2,Rice & Dal,2021-06-01,7.68,No Remarks,56,84.21,67.67,281.36,0,Hot,0,16.539999999999992,36.63541666666667,1,False,False,False,False,True
500,2,Chapati & Vegetables,2021-04-18,8.6,No Remarks,45,71.4,71.96,406.83,5,Warm,0,-0.5599999999999881,47.305813953488375,3,True,False,False,False,False
501,2,Khichdi,2021-12-20,7.94,Good,30,73.85,59.53,354.57,0,Cold,0,14.319999999999993,44.65617128463476,0,False,False,True,False,False
502,2,Pulao,2021-05-17,9.3,Poor,70,81.37,70.86,441.86,4,Warm,0,10.510000000000005,47.511827956989244,3,False,False,False,True,False
503,2,Rice & Dal,2021-05-16,6.89,Good,42,78.2,64.65,337.7,0,Warm,0,13.549999999999997,49.01306240928883,3,False,False,False,False,True
504,2,Pulao,2021-10-15,5.62,Average,91,71.43,67.47,455.67,6,Rainy,0,3.960000000000008,81.08007117437722,2,False,False,False,True,False
505,2,Khichdi,2021-04-07,5.94,No Remarks,64,74.02,62.0,237.38,5,Warm,0,12.019999999999996,39.96296296296296,3,False,False,True,False,False
506,2,Chapati & Vegetables,2021-02-13,8.1,Average,40,77.94,73.73,227.7,5,Cold,0,4.209999999999994,28.11111111111111,0,True,False,False,False,False
507,2,Idli & Sambar,2021-03-17,8.3,Average,53,72.93,74.23,370.27,1,Warm,0,-1.2999999999999972,44.61084337349397,3,False,True,False,False,False
508,2,Rice & Dal,2021-11-12,7.02,Good,89,82.93,53.05,324.71,10,Rainy,1,29.88000000000001,46.25498575498575,2,False,False,False,False,True
509,2,Khichdi,2021-07-21,6.63,Poor,104,79.93,52.2,275.59,2,Hot,0,27.730000000000004,41.56711915535445,1,False,False,True,False,False
510,2,Rice & Dal,2021-10-26,6.14,No Remarks,118,81.65,56.52,491.51,1,Rainy,0,25.130000000000003,80.05048859934854,2,False,False,False,False,True
511,2,Khichdi,2021-01-12,9.25,Good,102,66.16,71.51,226.5,2,Cold,0,-5.3500000000000085,24.486486486486488,0,False,False,True,False,False
512,2,Rice & Dal,2021-01-10,9.08,No Remarks,53,87.41,69.97,383.17,4,Cold,0,17.439999999999998,42.19933920704846,0,False,False,False,False,True
513,2,Chapati & Vegetables,2021-01-21,7.09,Average,46,74.72,60.58,306.38,0,Cold,0,14.14,43.212976022567,0,True,False,False,False,False
514,2,Chapati & Vegetables,2021-04-27,9.28,Good,114,70.24,58.13,417.27,2,Warm,0,12.109999999999992,44.96443965517241,3,True,False,False,False,False
515,2,Pulao,2021-02-17,7.14,Average,107,61.45,68.91,394.1,3,Cold,0,-7.459999999999994,55.196078431372555,0,False,False,False,True,False
516,2,Chapati & Vegetables,2021-03-02,9.48,No Remarks,50,64.85,57.23,281.56,1,Warm,0,7.619999999999997,29.70042194092827,3,True,False,False,False,False
517,2,Rice & Dal,2021-12-25,5.77,No Remarks,54,72.78,55.46,419.99,1,Cold,0,17.32,72.78856152512999,0,False,False,False,False,True
518,2,Pulao,2021-01-25,8.09,Poor,68,84.3,56.8,448.82,5,Cold,0,27.5,55.47836835599506,0,False,False,False,True,False
519,2,Idli & Sambar,2021-10-16,6.99,Good,67,85.59,62.96,363.41,5,Rainy,0,22.630000000000003,51.989985693848354,2,False,True,False,False,False
520,2,Khichdi,2021-01-21,6.61,No Remarks,89,74.42,66.63,296.69,3,Cold,0,7.790000000000006,44.88502269288956,0,False,False,True,False,False
521,2,Rice & Dal,2021-05-07,7.66,Poor,105,88.75,50.89,439.71,1,Warm,0,37.86,57.40339425587467,3,False,False,False,False,True
522,2,Idli & Sambar,2021-06-09,7.37,Poor,87,82.49,62.61,287.06,3,Hot,0,19.879999999999995,38.94979647218453,1,False,True,False,False,False
523,2,Chapati & Vegetables,2021-01-10,6.32,No Remarks,30,63.5,68.04,389.1,3,Cold,0,-4.540000000000006,61.56645569620253,0,True,False,False,False,False
524,2,Chapati & Vegetables,2021-01-17,5.59,Average,66,61.37,53.16,493.59,3,Cold,0,8.21,88.29874776386404,0,True,False,False,False,False
525,2,Rice & Dal,2021-07-12,9.51,No Remarks,66,65.83,59.47,232.91,8,Hot,0,6.359999999999999,24.49106203995794,1,False,False,False,False,True
526,2,Idli & Sambar,2021-11-16,7.77,Good,33,76.49,50.79,395.4,2,Rainy,0,25.699999999999996,50.88803088803089,2,False,True,False,False,False
527,2,Khichdi,2021-11-05,9.44,Poor,32,88.34,64.24,410.89,1,Rainy,0,24.10000000000001,43.52648305084746,2,False,False,True,False,False
528,2,Pulao,2021-12-06,7.4,Average,39,76.5,59.77,213.02,3,Cold,0,16.729999999999997,28.786486486486485,0,False,False,False,True,False
529,2,Chapati & Vegetables,2021-12-25,5.84,No Remarks,86,85.59,54.2,349.77,5,Cold,0,31.39,59.89212328767123,0,True,False,False,False,False
530,2,Pulao,2021-11-21,6.22,No Remarks,94,84.6,52.03,483.15,3,Rainy,0,32.56999999999999,77.67684887459806,2,False,False,False,True,False
531,2,Khichdi,2021-03-23,6.34,Average,86,82.03,60.07,371.66,3,Warm,0,21.96,58.62145110410095,3,False,False,True,False,False
532,2,Pulao,2021-12-01,6.72,Average,101,83.04,70.8,342.74,4,Cold,0,12.240000000000009,51.0029761904762,0,False,False,False,True,False
533,2,Idli & Sambar,2021-06-28,8.11,Average,108,83.63,60.64,470.11,0,Hot,0,22.989999999999995,57.966707768187426,1,False,True,False,False,False
534,2,Chapati & Vegetables,2021-01-13,6.9,Good,116,63.48,70.23,337.43,4,Cold,0,-6.750000000000007,48.902898550724636,0,True,False,False,False,False
535,2,Rice & Dal,2021-02-18,6.8,No Remarks,52,86.85,52.81,363.93,2,Cold,0,34.03999999999999,53.51911764705883,0,False,False,False,False,True
536,2,Khichdi,2021-03-18,7.71,Average,116,79.98,67.58,439.96,5,Warm,0,12.400000000000006,57.06355382619974,3,False,False,True,False,False
537,2,Khichdi,2021-11-03,6.74,Good,69,68.45,50.65,328.43,6,Rainy,0,17.800000000000004,48.72848664688427,2,False,False,True,False,False
538,2,Rice & Dal,2021-03-21,6.43,Average,49,81.89,65.91,382.77,0,Warm,0,15.980000000000004,59.52877138413686,3,False,False,False,False,True
539,2,Rice & Dal,2021-03-22,8.95,No Remarks,102,79.43,61.7,376.54,2,Warm,0,17.730000000000004,42.07150837988827,3,False,False,False,False,True
540,2,Khichdi,2021-07-03,7.28,Average,102,62.08,53.71,343.94,1,Hot,0,8.369999999999997,47.24450549450549,1,False,False,True,False,False
